"0",""
"0",""
"0","vsearch_country <- c(""United Kingdom"", ""Zimbabwe"")"
"0","vsearch_year <- c(1965, 1965, 1975, 1975, 1985, 1985, 1995, 1995, 2005, 2005)"
"0",""
"0","vtop_calorie_source(vsearch_country, vsearch_year)"
"1","[1]"
"1"," ""Top calorie source for United Kingdom in 1965 was wheat"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for Zimbabwe in 1965 was maize"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for United Kingdom in 1975 was wheat"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for Zimbabwe in 1975 was maize"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for United Kingdom in 1985 was wheat"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for Zimbabwe in 1985 was maize"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for United Kingdom in 1995 was wheat"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for Zimbabwe in 1995 was maize"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for United Kingdom in 2005 was wheat"""
"1","
"
"1","[1]"
"1"," ""Top calorie source for Zimbabwe in 2005 was maize"""
"1","
"
"1","                                           United Kingdom "
"1","
"
"1","""Top calorie source for United Kingdom in 1965 was wheat"" "
"1","
"
"1","                                                 Zimbabwe "
"1","
"
"1","      ""Top calorie source for Zimbabwe in 1965 was maize"" "
"1","
"
"1","                                                     <NA> "
"1","
"
"1","""Top calorie source for United Kingdom in 1975 was wheat"" "
"1","
"
"1","                                                     <NA> "
"1","
"
"1","      ""Top calorie source for Zimbabwe in 1975 was maize"" "
"1","
"
"1","                                                     <NA> "
"1","
"
"1","""Top calorie source for United Kingdom in 1985 was wheat"" "
"1","
"
"1","                                                     <NA> "
"1","
"
"1","      ""Top calorie source for Zimbabwe in 1985 was maize"" "
"1","
"
"1","                                                     <NA> "
"1","
"
"1","""Top calorie source for United Kingdom in 1995 was wheat"" "
"1","
"
"1","                                                     <NA> "
"1","
"
"1","      ""Top calorie source for Zimbabwe in 1995 was maize"" "
"1","
"
"1","                                                     <NA> "
"1","
"
"1","""Top calorie source for United Kingdom in 2005 was wheat"" "
"1","
"
"1","                                                     <NA> "
"1","
"
"1","      ""Top calorie source for Zimbabwe in 2005 was maize"" "
"1","
"
